1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
470,,,,,,,,simvastatin+cholesterol,,DB00641+ DB04540 ,ECO:0000352,,,,,Functional interaction (B),B,,Ichthyosiform erythroderma,,HP:0007431,,,,,,,,,,,
471,,,,,,,,,,,,,,,,,,,Itchy skin,,HP:0000989,,,,,,,,,,,
472,,,,,,,,,,,,,,,,,,,Scaling Skin ,,HP:0040189,,,,,,,,,,,
473,,,,,,,,,,,,,,,,,,,Erythema,,HP:0010783,,,,,,,,,,,
474,,,,,,,,,,,,,,,,,,,Verruciform plaques(verruciform xanthomas)*,,HP:0031517*,,,https://www.ncbi.nlm.nih.gov/pubmed/29341259,,,,,,,,
475,,,,,,,,,,,,,,,,,,,VX‐like lesions,,NA,,,,,,,,,,,
476,,,,,,,,Retinoids,,CHEBI:26537,ECO:0000352,,,,,Symptomatic (C),C,,Scaling Skin ,,HP:0040189,,,https://www.ncbi.nlm.nih.gov/pubmed/29392821,,,,,,,,
477,,,,,,,,Glycolic acid+lovastatin+cholesterol ,,DB03085+DB00227+DB04540,ECO:0000352,,,,,,,,verruciform xanthomas,,HP:0031517,,,,,,,,,,,
478,47,# 275630,Chanarin-Dorfman syndrome ,,ABHD5 gene,adipose triglyceride lipase (ATGL),3.1.1.3, Emollients +acitretin,, A06AA+DB00459,ECO:0000352,,,,,Symptomatic (C),C,,Ichthyosis,,HP:0008064,,,https://www.ncbi.nlm.nih.gov/pubmed/?term=Acitretin%E2%80%90Responsive+Ichthyosis+in+Chanarin–Dorfman+Syndrome+with+a+Novel+Mutation+in+the+ABHD5%2FCGI%E2%80%9058+Gene,https://onlinelibrary.wiley.com/doi/abs/10.1111/pde.12170,,,,,,,
479,,,,,,,,,,,,,,,,,,,Erythroderma,,HP:0001019,,,https://www.ncbi.nlm.nih.gov/pubmed/21981352/,,,,,,,,
480,,,,,,,,,,,,,,,,,,,Diffuse scaling(Skin Scaling)*,,HP:0040189*,,,https://www.ncbi.nlm.nih.gov/pubmed/21981352/,,,,,,,,
481,,,,,,,,,,,,,,,,,,,Collodion membrane(Nonbullous congenital ichthyosiform erythroderma)*,,HP:0007479*,,,https://www.ncbi.nlm.nih.gov/pubmed/21981352/,,,,,,,,
482,,,,,,,,,,,,,,,,,,,Erythema,,HP:0010783,,,https://www.ncbi.nlm.nih.gov/pubmed/28979034,,,,,,,,
483,,,,,,,,,,,,,,,,,,,Scaling,,HP:0040189,,,https://www.ncbi.nlm.nih.gov/pubmed/28979034,,,,,,,,
484,,,,,,,,Emollients,,A06AA,ECO:0000352,,,,,Symptomatic (C),C,,erythema,,HP:0010783,,,https://www.ncbi.nlm.nih.gov/pubmed/?term=Dorfman-Chanarin+syndrome+in+two+female+siblings%3A+A+case+report+and+discussion+on+approach+%26+management,,,,,,,,
485,,,,,,,,,,,,,,,,,,,Ichthyosis,,HP:0008064,,,https://www.ncbi.nlm.nih.gov/pubmed/28636073,,,,,,,,
486,,,,,,,,,,,,,,,,,,,Pruritis,,HP:0000989,,,https://www.ncbi.nlm.nih.gov/pubmed/28636073,,,,,,,,
487,,,,,,,,,,,,,,,,,,,scaling,,HP:0040189,,,,,,,,,,,
488,,,,,,,,Ursodeoxycholic acid ,,DB01586,ECO:0000352,,,,,Symptomatic (C),C,,steatohepatitis,,HP:0001397,,,https://www.ncbi.nlm.nih.gov/pubmed/?term=Dorfman-Chanarin+syndrome+in+two+female+siblings%3A+A+case+report+and+discussion+on+approach+%26+management,,,,,,,,
489,,,,,,,,vitamin E,,DB00163,ECO:0000352,,,,,Symptomatic (C),C,,steatohepatitis,,HP:0001397,,,https://www.ncbi.nlm.nih.gov/pubmed/?term=Dorfman-Chanarin+syndrome+in+two+female+siblings%3A+A+case+report+and+discussion+on+approach+%26+management,,,,,,,,
490,49,# 213700,Cerebrotendinous xanthomatosis ,,CYP27A1,Cholestanetriol 26-monooxygenase,1.14.15.15,chenodeoxycholic acid,,DB06777,ECO:0000352,,,,,Functional interaction (B),B,,neurological dysfunctions ,,HP:0000707,,,https://www.ncbi.nlm.nih.gov/pubmed/29260356,,,,,,,,
491,,,,,,,,lovastatin,,DB00227  ,ECO:0000352,,,,,Symptomatic (C),C,,cataracts ,,HP:0000518,,,,,,,,,,,
492,,,,,,,,,,,,,,,,,,,chronic diarrhoea,,MP:0001665,,,,,,,,,,,
493,,,,,,,,,,,,,,,,,,,Elevated serum cholesterol,,HP:0003124,,,,,,,,,,,
494,,,,,,,,,,,,,,,,,,,EEG abnormalities,,HP:0002353,,,,,,,,,,,
495,,,,,,,,,,,,,,,,,,,abnormal gait,,HP:0001288,,,,,,,,,,,
496,,,,,,,,,,,,,,,,,,,Cognitive impairment,,HP:0100543,,,,,,,,,,,
497,,,,,,,,,,,,,,,,,,,seizure,,HP:0001250,,,,,,,,,,,
498,,,,,,,,coenzyme Q10,,DB09270,ECO:0000352,,,,,Symptomatic (C),C,,muscle weakness,,HP:0001324,,,https://rarediseases.info.nih.gov/diseases/5622/cerebrotendinous-xanthomatosis,,,,,,,,
499,50,# 613068,Cerebral folate deficiency ,,FOLR1,Folate receptor alpha,P15328,folinic acid,,DB00650,ECO:0000352,,,,,Symptomatic (C),C,,Impaired social interaction,,HP:0000735,,,,,,,,,,,
500,,,,,,,,,,,,,,,,,,,Movement disorder,,HP:0100022,,,,,,,,,,,
501,,,,,MTHFR,Methylenetetrahydrofolate reductase,1.5.1.20,,,,,,,,,,,,seizure,,HP:0001250,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4727671/,,,,,,,,
502,,,,,,,,,,,,,,,,,,,Myoclonic seizures,,HP:0002123,,,https://academic.oup.com/brain/article/135/7/2002/357230,,,,,,,,
503,,,,,,,,,,,,,,,,,,,astatic seizures,,HP:0010819,,,,,,,,,,,
504,51,# 125700,Central diabetes insipidus ,,AVP,Hormone ( Arginine vasopressin),,Desmopressin,,DB00035,ECO:0007121,,,,,Direct Interaction (A),A,,polyuria,,HP:0000103,,,https://clinicaltrials.gov/ct2/show/NCT01280188?cond=Central+diabetes+insipidus&rank=1,,,,,,,,
505,,,,,,,,Vasopressin,,DB00067,,,,,,Direct Interaction (A),A,,polydipsia,,MP:0001426,,,https://academic.oup.com/jcem/article/98/10/3958/2833930,,,,,,,,
506,,,,,,,,,,,,,,,,,,,thirst,,HP:0001959,,,,,,,,,,,
507,,,,,,,,chlorpropamide,,DB00672 ,ECO:0007121,,,,,Symptomatic (C),C,,Polyurea,,HP:0000103,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1517999/,,,,,,,,
508,,,,,,,,Chlorpropamide + carbamazepine,This combined drug therapy proved effective in all three cases: the good antidiuretic effect of chlorpropamide at high dosage is impaired by hypoglycaemia; the combination of carbamazepine allowed the dosage of chlorpropamide to be decreased without impairment of the obtained antidiuretic effect and with avoidance of hypoglycaemia and other side effects. https://www.ncbi.nlm.nih.gov/pubmed/1220254,DB00672+DB00564,ECO:0000352,,,,,Symptomatic (C),C,Drug name: This combined drug therapy proved effective in all three cases: the good antidiuretic effect of chlorpropamide at high dosage is impaired by hypoglycaemia; the combination of carbamazepine allowed the dosage of chlorpropamide to be decreased without impairment of the obtained antidiuretic effect and with avoidance of hypoglycaemia and other side effects. https://www.ncbi.nlm.nih.gov/pubmed/1220254,chlorpropamide-induced hypoglycaemia (Hypoglycemia)*,,HP:0001943*,,,https://www.ncbi.nlm.nih.gov/pubmed/1220254,,,,,,,,
509,,,,,,,,,,,,,,,,,,,Polyuria,,HP:0000103,,,,,,,,,,,
510,,,,,,,,chlorpropamide+Hydrochlorothiazide ,Some patients could only be fully controlled by the combination of chlorpropamide and hydrochlorothiazide.,DB00672+DB00999,ECO:0000352,,,,,Symptomatic (C),C,Drug name: Some patients could only be fully controlled by the combination of chlorpropamide and hydrochlorothiazide.,Ployuria,,HP:0000103,,,,,,,,,,,
511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,,,,,,,,Pitressin tannate in oil,,NA,ECO:0000352,,,,,Direct Interaction (A),A, Drug name: The study was withdrawn.,Ployuria,,HP:0000103,,,https://www.ncbi.nlm.nih.gov/pubmed/3940717,,,,,,,,
514,,,,,,,,Clofibrate,,DB00636,ECO:0000352,,,,,Symptomatic (C),C,,Ployuria,,HP:0000103,,,https://academic.oup.com/jcem/article/98/10/3958/2833930,,,,,,,,
515,,,,,,,,,,,,,,,,,,,Hyposthenuria,,HP:0003158,,,,,,,,,,,
516,,,,,,,,Indapamide,,DB00808,ECO:0000352,,,,,Symptomatic (C),C,,High serum osmolality,,NA,,,https://www.ncbi.nlm.nih.gov/pubmed/10510995,https://www.ncbi.nlm.nih.gov/pubmed/12016800,,,,,,,
517,,,,,,,,,,,,,,,,,,,Ployuria,,HP:0000103,,,,,,,,,,,
518,,,,,,,,,,,,,,,,,,,Reduced urinary osmolality,,HP:0003158,,,,,,,,,,,
519,,,,,,,,dDAVP (1-Desamino-8-D Arginine Vasopressin),"Drug name: Intranasal dDAVP, because of efficacy, long duration of action, and infrequent side effects, is the preferred treatment of neurogenic diabetes insipidus in children and adults.https://www.ncbi.nlm.nih.gov/pubmed/626447",DB00035,ECO:0000352,,,,,Direct interaction ( Mechanistic A),A,"Drug name: Intranasal dDAVP, because of efficacy, long duration of action, and infrequent side effects, is the preferred treatment of neurogenic diabetes insipidus in children and adults.https://www.ncbi.nlm.nih.gov/pubmed/626447",Increased urine output,,HP:0000103,,,https://www.ncbi.nlm.nih.gov/pubmed/626447,,,,,,,,
520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,52,# 212138,Carnitine-acylcarnitine translocase deficiency ,,SLC25A20 ,carnitine-acylcarnitine translocase,,Medium-chain triglycerides,,DB13959,ECO:0000352,,,,,Symptomatic (C),C,,developmental delay,,HP:0001263,,,https://rarediseases.info.nih.gov/diseases/1123/carnitine-acylcarnitine-translocase-deficiency,,,,,,,,
523,,,,,,,,carnitine,,DB00583,ECO:0000352,,,,,Functional interaction (B),B,,epilepsy,,HP:0001250,,,https://www.ncbi.nlm.nih.gov/pubmed/17508264,Abstract,,,,,,,
524,53,* 601987,"Carnitine palmitoyltransferase I deficiency , muscle ",,CPT1B gene,"carnitine O-palmitoyltransferase 1, muscle isoform",2.3.1.21,Medium-chain triglycerides,,DB13959,ECO:0000352,,,,,Symptomatic (C),C,,neurological damage,,HP:0000707,,,https://rarediseases.info.nih.gov/diseases/10325/carnitine-palmitoyltransferase-i-deficiency-muscle,,,,,,,,
525,,,,,,,,,,,,,,,,,,,hypoglycemia,,HP:0001943,,,,,,,,,,,
526,54,# 255120,Carnitine palmitoyl transferase 1 deficiency ,,CPT1A gene,carnitine palmitoyltransferase 1A,2.3.1.21,Triheptanoin,,DB11677,ECO:0000352,,,,,Symptomatic (C),C,,muscle pain,,HP:0003326,,,http://www.ema.europa.eu/docs/en_GB/document_library/Orphan_designation/2015/08/WC500192013.pdf,,,,,,,,
527,,,,,,,,,,,,,,,,,,,rhabdomyolysis,,HP:0003201,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2676979/,PMC2676979,,,,,,,
528,,,,,,,,,,,,,,,,,,,abnormal SF-36 physical composite scores,,NA,,,,,,,,,,,
529,,,,,,,,cornstarch,,DB11599,ECO:0000352,,,,,Symptomatic (C),C,,Hypoglycemia,,HP:0001943,,,https://www.ncbi.nlm.nih.gov/pubmed/15669684,,,,,,,,
530,,,,,,,,,,,,,,,,,,,Low growth rate (Abnormal growth)*,,HP:0001507*,,,,,,,,,,,
531,55,# 237300,Carbamoyl phosphate synthetase 1 deficiency ,,CPS1 gene,Carbamoyl-phosphate synthase (ammonia,6.3.4.16,N-Carbamylglutamate ,,DB06775,,,,,,Direct Interaction (A),A,Active,hyperammonaemia,,MP:0005309,,,https://www.ncbi.nlm.nih.gov/pubmed/28281899,,,,,,,,
532,,,,,,,,N-acetyl-l-glutamate ,,DB04075 ,,,,,,Direct Interaction (A),A,,Acidemia,,HP:0001941,,,https://www.ncbi.nlm.nih.gov/pubmed/23649895,,,,,,,,
533,,,,,,,,Gene Therapy ??,,,,,,,,Direct Interaction (A),A,Under trial,hyperammonaemia,,MP:0005309,,,http://medcraveonline.com/JPNC/JPNC-07-00273.php,,,,,,,,
534,56,# 253260,Biotinidase deficiency ,,BTD gene,biotinidase,3.5.1.12,ORL-1B,,DB00121,,,,,,Symptomatic (C),C,Active,seizure,,HP:0001250,,,https://trialbulletin.com/lib/entry/ct-03269045,,,,,,,,
535,,,,,,,,baclofen,,DB00181,ECO:0000352,,,,,Symptomatic (C),C,Active,dystonia,,HP:0001332,,,https://emedicine.medscape.com/article/942055-treatment,,,,,,,,
536,,,,,,,,,,,,,,,,,,,Spasticity,,HP:0001257,,,,,,,,,,,
537,57,# 607483,Biotin-thiamine-responsive basal ganglia disease ,,SLC19A3 gene,thiamine transporter,not available,Biotin+thiamine,,DB00121+DB00152,ECO:0000352,,,,,Symptomatic (C),C,Active,seizures ,,HP:0001250,,,https://www.ncbi.nlm.nih.gov/pubmed/27749535,https://www.ncbi.nlm.nih.gov/pubmed/31061755,,http://www.neurologyindia.com/article.asp?issn=0028-3886;year=2016;volume=64;issue=6;spage=1328;epage=1331;aulast=Muthusamy,,,,,
538,,,,,,,,,,,,,,,,Symptomatic (C),C,,encephalopathy,,HP:0001298,,,https://www.ncbi.nlm.nih.gov/pubmed/27749535,https://www.ncbi.nlm.nih.gov/pubmed/31061755,https://www.ncbi.nlm.nih.gov/pubmed/24260777,,,,,,
539,,,,,,,,,,,,,,,,,,,signal abnormality of the cortex ,,HP:0030178,,,https://www.ncbi.nlm.nih.gov/pubmed/27749535,,,,,,,,
540,,,,,,,,,,,,,,,,,,,Abnormal movement,,HP:0100022,,,https://www.ncbi.nlm.nih.gov/pubmed/27749535,,,,,,,,
541,,,,,,,,,,,,,,,,,,,Dystonia,,HP:0001332,,,https://www.ncbi.nlm.nih.gov/pubmed/27749535,,,,,,,,
542,,,,,,,,,,,,,,,,,,,Abnormal reflexes,,HP:0001347,,,https://www.ncbi.nlm.nih.gov/pubmed/27749535,,,,,,,,
543,,,,,,,,L-dopa,,DB01235,ECO:0000352,,,,,Symptomatic (C),C,,dystonia,,HP:0001332,,,https://www.ncbi.nlm.nih.gov/pubmed/24260777,Abstract,,,,,,,
544,58,# 203750,Beta ketothiolase deficiency ,,ACAT1 gene,Acetyl-CoA C-acetyltransferase.,2.3.1.9,glucose,,DB09341,ECO:0000352,,,,,Symptomatic (C),C,Active,Ketosis,,HP:0001946,,,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1552-6569.2012.00772.x,,,,,,,,
545,,,,,,,,carnitine,,DB00583 ,ECO:0000352,,,,,Symptomatic (C),C,,Organic aciduria,,HP:0001992,,,https://www.sciencedirect.com/science/article/pii/S1110863016300763,,,,,,,,
546,,,,,,,,Bicitra,,DB09154 ,ECO:0000352,,,,,Symptomatic (C),C,,Acidosis,,HP:0001941,,,http://www.babysfirsttest.org/newborn-screening/conditions/beta-ketothiolase-deficiency,,,,,,,,
547,59,# 601678,Bartter Syndrome 1,,SLC12A1,Solute carrier family 12 member 1,Q13621,spironolactone+potassium+ACE-inhibitor,,DB00421+DB14500+C09A,ECO:0000352,,,,,Symptomatic (C),C,Active,electrolyte disturbances,,HP:0003111,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6233707/,,https://www.orpha.net/data/patho/GB/uk-Bartter.pdf,https://www.ncbi.nlm.nih.gov/pubmed/2646391,,,,,,,
548,,,,,,,,Acetazolamide,,DB00819,EC:0007121,,,,,Symptomatic (C),,,Metabolic alkalosis,,HP:0200114,https://clinicaltrials.gov/ct2/results?cond=%22Bartter+syndrome%22,,,,,,,,,,
549,,,,,,,,,,,,,,,,,,,Hypokalemia Metabolic Alkalosis,,HP:0002900,,,,,,,,,,,
550,60,# 241200,Bartter Syndrome 2,,KCNJ1,ATP-sensitive inward rectifier potassium channel 1,P48048,,,,,,,,,,,,hypomagnesemia,,HP:0002917,https://www.ncbi.nlm.nih.gov/pubmed/2646391,,,,,,,,,,
551,61,# 602522,Bartter Syndrome 4,,BSND,barttin,Q8WZ55,Tanespimycin ,,DB05134,ECO:0005542,,,,,Functional interaction ( Mechanistic B),B,,Low plasma membrane expression of R8Lin kidney,,NA,https://www.ncbi.nlm.nih.gov/pubmed/24189473,,,,,,,,,,
552,,,,,,,,,,,,,,,,,,,Hypokalemia,,HP:0002900,,,,,,,,,,,
553,,,,,,,,,,,,,,,,,,,Metabolic alkalosis,,HP:0200114,,,,,,,,,,,
554,,,,,,,,,,,,,,,,,,,Sensorineural hearing impairment,,HP:0000407,,,,,,,,,,,
555,,,,,,,,,,,,,,,,,,,ER-associated degradation of R8L,,NA,,,,,,,,,,,
556,,,,,,,,,,,,,,,,,,,Mislocalization of R8L,,NA,,,,,,,,,,,
557,,,,,,,,Potassium Chloride,,DB00761,ECO:0000352,,,,,Symptomatic (C),C,,hypokalemia,,HP:0002900,https://www.ncbi.nlm.nih.gov/books/NBK442019/,,,,,,,,,,
558,,,,,,,,Naproxen,,DB00788,ECO:0000352,,,,,Symptomatic (C),C,,hypokalemia,,HP:0002900,https://www.nejm.org/doi/full/10.1056/NEJM197807132990214,,,,,,,,,,
559,,,,,,,,Niflumic acid,,DB04552,ECO:0001565,L155/ G345/ A349,"Those three mutants are localized in two different protein regions that, based on the crystal structure of bacterial CLC homologs, are expected to be exposed to the extracellular side of the channel, relatively close to each other, and are thus good candidates for being part of the potentiating NFA binding site",G167A / F213A,These two. mutations drastically altered general gating properties and are unlikely to be involved in NFA binding,Functional interaction (Mechanistic B),B,,Abnormal ClC-Ka function,,NA,https://www.ncbi.nlm.nih.gov/pubmed/20649569/,,,,,,,,,,
560,,,,,,,,,,,,"L155A, G345S and A349E",,,,,,,,,,,,,,,,,,,,
561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,,# 607364,"BARTTER SYNDROME, TYPE 3; BARTS3",,CLCNKB,Chloride channel protein ClC-Kb,P51801,POTASSIUM-SPARING AGENTS,,C03D,ECO:0000352,,,,,Symptomatic (C),,,Deleterious prognosis,,NA,https://www.ncbi.nlm.nih.gov/pubmed/30387909,,,,,,,,,,
564,,,,,,,,,,,,,,,,,,,Decreased life expectancy,,NA,,,,,,,,,,,
565,,,,,,,,,,,,,,,,,,,Salt wasting,,HP:0000127,,,,,,,,,,,
566,,,,,,,,,,,,,,,,,,,Growth retardation,,HP:0001510,,,,,,,,,,,
567,,,,,,,,Indomethacin,,DB00328,ECO:0000352,,,,,Symptomatic (C),,,Deleterious prognosis,,NA,https://www.ncbi.nlm.nih.gov/pubmed/30387909,https://www.ncbi.nlm.nih.gov/pubmed/17185149?dopt=Abstract,,,,,,,,,
568,,,,,,,,,,,,,,,,,,,Decreased life expectancy (Mortality)*,,HP:0040006*,,,,,,,,,,,
569,,,,,,,,,,,,,,,,,,,Salt wasting,,HP:0000127,,,,,,,,,,,
570,,,,,,,,Growth hormone,,DB00052,ECO:0000352,,,,,Symptomatic (C),,,Short stature,,HP:0004322,https://www.ncbi.nlm.nih.gov/pubmed/30387909,https://www.ncbi.nlm.nih.gov/pubmed/?term=Classic+Bartter+syndrome+complicated+with+profound+growth+hormone+deficiency%3A+a+case+report,,,,,,,,,
571,,,,,,,,,,,,,,,,,,,Decreased serum IGF‐1,,HP:0030353,,,,,,,,,,,
572,,,,,,,,,,,,,,,,,,,Failure to thrive,,HP:0001508,,,,,,,,,,,
573,,,,,,,,Potassium,,DB14500,ECO:0000352,,,,,Symptomatic (C),,,Hypokalemia,,HP:0002900,https://www.ncbi.nlm.nih.gov/pubmed/17185149?dopt=Abstract,,,,,,,,,,
574,,,,,,,,Magnesium,,DB14513,ECO:0000352,,,,,Symptomatic (C),,,Hypomagnesemia,,HP:0002917,https://www.sciencedirect.com/science/article/abs/pii/S0002962915356895?via%3Dihub,,,,,,,,,,
575,,,,,,,,Sodium,,DB09395,ECO:0000352,,,,,Symptomatic (C),,,Hyponatremia,,HP:0002902,https://www.ncbi.nlm.nih.gov/pubmed/17185149?dopt=Abstract,,,,,,,,,,
576,,,,,,,,Aminoglycoside (Geneticin),,DB04263,ECO:0001565,W610X,,,,Symptomatic (C),,,Defected ClC-Kb expression,,NA,https://www.ncbi.nlm.nih.gov/pubmed/23772144?dopt=Abstract,,,,,,,,,,
577,,,,,,,,Potassium+Indomethacin±Spironolactone,,DB14500+DB00328+ DB00421,ECO:0000352,,,,,Symptomatic (C),,,Short stature,,HP:0004322,https://www.ncbi.nlm.nih.gov/pubmed/28288174,,,,,,,,,,
578,,,,,,,,Nonsteroidal anti-inflammatory drugs,,M01AX,ECO:0000352,,,,,Symptomatic (C),,,Elevated prostaglandin E2,,HP:0003566,https://www.ncbi.nlm.nih.gov/pubmed/24189473/,,,,,,,,,,
579,,,,,,,,,,,,,,,,,,,Hypokalemia,,HP:0002900,,,,,,,,,,,
580,,,,,,,,,,,,,,,,,,,High calcium excretion in urine,,HP:0002150,,,,,,,,,,,
581,,# 300971,"BARTTER SYNDROME, TYPE 5, ANTENATAL, TRANSIENT; BARTS5","Among antenatal Bartter syndrome, the transient form was defined as a regression of clinical symptoms and normalization of biologic parameters allowing the arrest of treatment. https://www.ncbi.nlm.nih.gov/pubmed/29146702
This condition can be successfully treated with close monitoring and fluid and electrolyte replacement, avoiding the potential harmful effects of indomethacin. This diagnosis is important for clinical management and parental counseling regarding overall patient prognosis. https://www.ncbi.nlm.nih.gov/pubmed/29594084",MAGED2,Melanoma-associated antigen D2,Q9UNF1,Electrolytes,,B05BB01,ECO:0000352,,,,,Symptomatic (C),,,Renal salt wasting,,HP:0000127,https://www.ncbi.nlm.nih.gov/pubmed/27120771,,,,,,,,,,
582,,,,,,,,Indomethacin,,DB00328,ECO:0000352,,,,,Symptomatic (C),,,,,,,,,,,,,,,,
583,62,302060,Barth syndrome ,,TAZ gene,tafazzin ( Protein),Not available,Elamipretide,,DB11981,ECO:0007121,,,,,Functional interaction(Mechanistic B),B,,oxidative stress,,HP:0025464,https://mitochondrialdiseasenews.com/2018/03/09/stealth-biotherapeutics-completes-enrollment-elamipretide-trial-barth-syndrome/,https://clinicaltrials.gov/ct2/show/NCT03098797?cond=Elamipretide+in+Barth+syndrome&rank=1,,,,,,,,,
584,,,,,,,,,,,,,,,,,,,abnormal energy production in damaged mitochondria,,HP:0003287,https://clinicaltrials.gov/ct2/show/NCT03098797?cond=Barth+syndrome&rank=1,,,,,,,,,,
585,,,,,,,,,,,,,,,,,,,Fatigue,,HP:0012378,,,,,,,,,,,
586,,,,,,,,Granulocyte colony stimulating factor (G‐CSF),,DB00020,ECO:0000352,,,,,Symptomatic (C),C,,Neutropenia,,HP:0001875,https://www.ncbi.nlm.nih.gov/pubmed/15098233/,https://www.ncbi.nlm.nih.gov/pubmed/18632498/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3249181/,https://www.ncbi.nlm.nih.gov/pubmed/18632498/,https://www.ncbi.nlm.nih.gov/pubmed/31239752,https://www.ncbi.nlm.nih.gov/pubmed/23432031,,,,,
587,,,,,,,,,,,,,,,,,,,Recurrent infection,,HP:0002719,https://www.ncbi.nlm.nih.gov/pubmed/23432031,,,,,,,,,,
588,,,,,,,,Digoxin,,DB00390,ECO:0000352,,,,,Symptomatic (C),C,Drug name: Temporary improvemnet ,Low ejection fraction,,HP:0012664,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1025545/,,,,,,,,,,
589,,,,,,,,,,,,,,,,,,,Tricusped incompetence,,HP:0005180,,,,,,,,,,,
590,,,,,,,,,,,,,,,,,,,Mitral incomptence,,HP:0001653,,,,,,,,,,,
591,,,,,,,,Pantothenic acid,,DB01783,ECO:0000352,,,,,Symptomatic (C),C,,Low myocardial function,,HP:0001638,https://www.ncbi.nlm.nih.gov/pubmed/7833193,,,,,,,,,,
592,,,,,,,,,,,,,,,,,,,T wave abnormalities,,HP:0005135,,,,,,,,,,,
593,,,,,,,,,,,,,,,,,,,Delayed Growth ,,HP:0001510,,,,,,,,,,,
594,,,,,,,,,,,,,,,,,,,hypocholesterolaemia,,HP:0003146,,,,,,,,,,,
595,,,,,,,,,,,,,,,,,,,hyperuricaemia,,HP:0002149,,,,,,,,,,,
596,,,,,,,,,,,,,,,,,,,Neutropenia,,HP:0001875,,,,,,,,,,,
597,,,,,,,,Angiotensin-converting enzyme inhibitors / angiotensin II receptor blockers/ beta-blockers/ diuretics,,C09A/C09CA/C07/C03,ECO:0000352,,,,,Symptomatic (C),C,,Heart failure,,HP:0001635,https://www.ncbi.nlm.nih.gov/pubmed/31239752,,,,,,,,,,
598,,,,,,,,Angiotensin-converting enzyme inhibitors / angiotensin II receptor blockers/ beta-blockers/ diuretics + anticoagulate,,C09A/C09CA/C07/C04+B01A,ECO:0000352,,,,,Symptomatic (C),,,Atrial fibrillation,,HP:0005110,https://www.ncbi.nlm.nih.gov/pubmed/31239752,,,,,,,,,,
599,,,,,,,,Bezafibrate ,,DB01393,ECO:0005542,,,,,,,,Cardiac dysfunction,,HP:0001635,https://www.ncbi.nlm.nih.gov/pubmed/29695963/,https://www.ncbi.nlm.nih.gov/pubmed/28279226/,,,,,,,,,
600,,,,,,,,,,,,,,,,,,,Exercise intolerance,,HP:0003546,https://www.ncbi.nlm.nih.gov/pubmed/29695963/,,,,,,,,,,
601,,,,,,,,AAV9-TAZ,,NA,ECO:0005542,,,,,Direct Interaction ( Mechanistic A),,,Abnormal cardiac protein (TAZ) expression ,,NA,https://www.ncbi.nlm.nih.gov/pubmed/30788385/,https://www.ncbi.nlm.nih.gov/pubmed/30070157/,,,,,,,,,
602,,,,,,,,,,,,,,,,,,,Mitochondrial dysfunction ,,HP:0003287,https://www.ncbi.nlm.nih.gov/pubmed/30070157/,,,,,,,,,,
603,,,,,,,,,,,,,,,,,,,Mueculoskeletal dysfunction,,HP:0001324,https://www.ncbi.nlm.nih.gov/pubmed/30070157/,,,,,,,,,,
604,,,,,,,,Digoxin+furosemide+captopril,,DB00390+DB00695+DB01197,ECO:0000352,,,,,Symptomatic (C),,,Cardiomegaly,,HP:0001640,https://www.ncbi.nlm.nih.gov/pubmed/20981509,,,,,,,,,,
605,,,,,,,,,,,,,,,,,,,Reduced ejection fraction,,HP:0012664,https://www.ncbi.nlm.nih.gov/pubmed/20981509,,,,,,,,,,
606,,,,,,,,,,,,,,,,,,,Developmetal delay,,HP:0001263,https://www.ncbi.nlm.nih.gov/pubmed/20981509,,,,,,,,,,
607,,,,,,,,,,,,,,,,,,,Abormal liver size,,HP:0002240,https://www.ncbi.nlm.nih.gov/pubmed/20981509,,,,,,,,,,
608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,63,# 278000,Cholesteryl ester storage disease (LYSOSOMAL ACID LIPASE DEFICIENCY),,LIPA gene,lysosomal acid lipase ,P38571,sebelipase alfa,,DB11563,ECO:0000352/ECO:0005542,,,,,Direct Interaction ( Mechanistic A),A,,High plasma cholesterol level*,,HP:0003107,https://rarediseases.org/rare-diseases/cholesteryl-ester-storage-disease/,https://www.ncbi.nlm.nih.gov/pubmed/27878737,,,,,,,,,
610,,,,,,,,,,,,,,,,,,,hypertriglycemia,,HP:0002155,https://clinicaltrials.gov/ct2/show/NCT02376751?cond=Cholesteryl+ester+storage+disease&rank=4,,,,,,,,,,
611,,,,,,,,,,,,,,,,,,,Abnormal liver function,,HP:0002910,,,,,,,,,,,
